entry_index	manifest_line	key	path	status	context	source	target	source_state	expected_count	source_count	target_count	decision	confidence	risk_tags	public_rc_rows	token_status	glossary_status	copy_status	functional_status	notes
7260	50780		app/src/ai/ambient_agents/scheduled.rs	active	Phase 52 scheduled Agent user-facing error	Scheduled ambient agents not available	定时 Ambient Agent 不可用	target-present		0	1	simulated-accepted-with-note	medium	error-state		clean	clean	clean	clean	none
7261	50787		app/src/ai/ambient_agents/scheduled.rs	active	Phase 52 scheduled Agent user-facing error	Failed to pause schedule	暂停计划失败	target-present		0	1	simulated-accepted-with-note	medium	error-state		clean	clean	clean	clean	none
7262	50794		app/src/ai/ambient_agents/scheduled.rs	active	Phase 52 scheduled Agent user-facing error	Failed to unpause schedule	恢复计划失败	target-present		0	1	simulated-accepted-with-note	medium	error-state		clean	clean	clean	clean	none
7263	50801		app/src/ai/ambient_agents/scheduled.rs	active	Phase 52 scheduled Agent user-facing error	Failed to update schedule	更新计划失败	target-present		0	1	simulated-accepted-with-note	medium	error-state		clean	clean	clean	clean	none
7264	50808		app/src/ai/ambient_agents/scheduled.rs	active	Phase 52 scheduled Agent user-facing error	Cannot delete schedule with pending changes	有待处理更改，无法删除计划	target-present		0	1	simulated-accepted-with-note	medium	destructive-action;error-state		clean	clean	clean	clean	none
7265	50815		app/src/ai/aws_credentials.rs	active	Phase 52 AWS credential profile reference visible copy	The	AWS 配置档	target-and-source-present		1	5	blocked-public-rc	medium	api-key-secret;environment-endpoint	GUI-SET-04;GUI-SET-05;GUI-WS-04	clean	clean	clean	clean	none
7266	50822		app/src/ai/aws_credentials.rs	active	Phase 52 AWS credential profile reference visible copy	the	AWS 配置档	target-and-source-present		22	5	blocked-public-rc	medium	api-key-secret;environment-endpoint	GUI-SET-04;GUI-SET-05;GUI-WS-04	clean	clean	clean	clean	none
7267	50829		app/src/ai/aws_credentials.rs	active	Phase 52 AWS credential profile reference visible copy	{article} AWS profile `{profile}`	{article} `{profile}`	target-present		0	1	blocked-public-rc	medium	api-key-secret;dynamic-placeholder;environment-endpoint	GUI-SET-04;GUI-SET-05;GUI-WS-04	clean	clean	clean	clean	none
7268	50836		app/src/ai/aws_credentials.rs	active	Phase 52 reviewed preserve: AWS STS audience	sts.amazonaws.com	sts.amazonaws.com	target-and-source-present		1	1	blocked-public-rc	medium	api-key-secret;english-preserved;environment-endpoint	GUI-SET-04;GUI-SET-05;GUI-WS-04	clean	clean	note	clean	English preserved; verify this is product/internal text
7269	50843		app/src/ai/aws_credentials.rs	active	Phase 52 reviewed preserve: AWS role session name	Oz_Run_{run_id}	Oz_Run_{run_id}	target-and-source-present		1	1	blocked-public-rc	medium	api-key-secret;dynamic-placeholder;english-preserved;environment-endpoint;team-workspace	GUI-SET-04;GUI-SET-05;GUI-WS-04	clean	clean	note	clean	English preserved; verify this is product/internal text
7270	50850		app/src/ai/aws_credentials.rs	active	Phase 52 AWS credential user-facing error	Credential refresh was interrupted	凭据刷新已中断	target-present	2	0	2	blocked-public-rc	medium	api-key-secret;environment-endpoint;error-state	GUI-SET-04;GUI-SET-05;GUI-WS-04	clean	clean	clean	clean	none
7271	50858		app/src/ai/aws_credentials.rs	active	Phase 52 AWS credential user-facing error	AWS Bedrock inference requires an ambient task ID before credentials can be minted	AWS Bedrock 推理需要 ambient task ID 后才能生成凭据	target-present		0	1	blocked-public-rc	medium	api-key-secret;environment-endpoint;error-state	GUI-SET-04;GUI-SET-05;GUI-WS-04	clean	clean	clean	clean	none
7272	50865		app/src/ai/blocklist/action_model/execute/get_files.rs	active	Phase 52 get-files action user-facing result	The search failed. Try another way to locate the relevant files.	搜索失败。请尝试用其他方式定位相关文件。	target-present	2	0	2	simulated-accepted	high			clean	clean	clean	clean	none
7273	50873		app/src/ai/blocklist/action_model/execute/get_files.rs	active	Phase 52 reviewed preserve: get-files log diagnostic	Failed to send get_relevant_files request for directory: {:?}	Failed to send get_relevant_files request for directory: {:?}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7274	50880		app/src/ai/blocklist/action_model/execute/get_files.rs	active	Phase 52 get-files action user-facing result	The current git repository is still being indexed, so search is unavailable right now. You can try again later	当前 git 仓库仍在索引中，暂时无法搜索。你可以稍后重试	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
7275	50887		app/src/ai/blocklist/action_model/execute/get_files.rs	active	Phase 52 get-files action user-facing result	Relevant file search in the current directory is not available	当前目录不可使用相关文件搜索	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
7276	50894		app/src/ai/blocklist/action_model/execute/get_files.rs	active	Phase 52 get-files action user-facing result	The current directory isn't within a git repository, which is necessary to search for relevant files.	当前目录不在 git 仓库内，而搜索相关文件需要 git 仓库。	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
7277	50901		app/src/ai/blocklist/action_model/execute/get_files.rs	active	Phase 52 reviewed preserve: get-files internal diagnostic	Tried to execute a GetFiles action without a corresponding status	Tried to execute a GetFiles action without a corresponding status	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7278	50908		app/src/ai/blocklist/action_model/execute/get_files.rs	active	Phase 52 get-files action user-facing result	These files do not exist: {}	这些文件不存在：{}	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder		clean	clean	clean	clean	none
7279	50915		app/src/ai/blocklist/inline_action/web_fetch.rs	active	Phase 52 web fetch inline visible copy	Fetching {} web pages...	正在获取 {} 个网页...	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder		clean	clean	clean	clean	none
7280	50922		app/src/ai/blocklist/inline_action/web_fetch.rs	active	Phase 52 web fetch inline visible copy	Fetched {} web pages	已获取 {} 个网页	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder		clean	clean	clean	clean	none
7281	50929		app/src/ai/blocklist/inline_action/web_fetch.rs	active	Phase 52 web fetch inline visible copy	Fetched {} of {} web pages	已获取 {} / {} 个网页	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder		clean	clean	clean	clean	none
7282	50936		app/src/ai/blocklist/inline_action/web_fetch.rs	active	Phase 52 web fetch inline visible copy	URLs	URL	target-and-source-present		1	3	simulated-accepted	high			clean	clean	clean	clean	none
7283	50943		app/src/ai/blocklist/inline_action/web_fetch.rs	active	Phase 52 reviewed preserve: URL display format	{title} ({url})	{title} ({url})	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7284	50950		app/src/ai/blocklist/inline_action/web_fetch.rs	active	Phase 52 reviewed preserve: failed URL marker format	✗ {display_text}	✗ {display_text}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7285	50957		app/src/ai/blocklist/inline_action/web_fetch.rs	active	Phase 52 web fetch inline visible copy	No URLs fetched	未获取任何 URL	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
7286	50964		app/src/ai/blocklist/inline_action/web_search.rs	active	Phase 52 web search inline visible copy	"Searching the web for ""{q}"""	正在搜索网页：“{q}”	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder		clean	clean	clean	clean	none
7287	50971		app/src/ai/blocklist/inline_action/web_search.rs	active	Phase 52 web search inline visible copy	Searching the web	正在搜索网页	target-present		0	2	simulated-accepted	high			clean	clean	clean	clean	none
7288	50978		app/src/ai/blocklist/inline_action/web_search.rs	active	Phase 52 web search inline visible copy	Searched the web	已搜索网页	target-present		0	2	simulated-accepted	high			clean	clean	clean	clean	none
7289	50985		app/src/ai/blocklist/inline_action/web_search.rs	active	Phase 52 web search inline visible copy	"Searched the web for ""{query}"""	已搜索网页：“{query}”	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder		clean	clean	clean	clean	none
7290	50992		app/src/ai/blocklist/inline_action/web_search.rs	active	Phase 52 web search inline visible copy	URLs	URL	target-present		0	2	simulated-accepted	high			clean	clean	clean	clean	none
7291	50999		app/src/ai/blocklist/inline_action/web_search.rs	active	Phase 52 reviewed preserve: URL display format	{title} ({url})	{title} ({url})	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7292	51006		app/src/ai/blocklist/inline_action/web_search.rs	active	Phase 52 web search inline visible copy	No URLs found	未找到 URL	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
7293	51013		app/src/ai/blocklist/local_agent_task_sync_model.rs	active	Phase 52 local Agent task status visible copy	Agent encountered an error	Agent 遇到错误	target-present		0	1	simulated-accepted-with-note	medium	error-state		clean	clean	clean	clean	none
7294	51020		app/src/ai/blocklist/local_agent_task_sync_model.rs	active	Phase 52 local Agent task status visible copy	Cancelled by user	已由用户取消	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
7295	51027		app/src/ai/blocklist/local_agent_task_sync_model.rs	active	Phase 52 local Agent task status visible copy	The agent got stuck waiting for user confirmation on the action: {blocked_action}	Agent 在等待用户确认操作时卡住：{blocked_action}	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder		clean	clean	clean	clean	none
7296	51034		app/src/ai/blocklist/local_agent_task_sync_model.rs	active	Phase 52 local Agent task status visible copy	Your team has run out of credits. Purchase more credits to continue.	你的团队额度已用尽。请购买更多额度后继续。	target-present		0	1	blocked-public-rc	medium	billing-quota;team-workspace	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none
7297	51041		app/src/ai/blocklist/local_agent_task_sync_model.rs	active	Phase 52 local Agent task status visible copy	Warp is temporarily overloaded. Please try again shortly.	Warp 暂时负载过高。请稍后重试。	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
7298	51048		app/src/ai/blocklist/local_agent_task_sync_model.rs	active	Phase 52 local Agent task status visible copy	An internal error occurred during the conversation. Please try again.	会话期间发生内部错误。请重试。	target-present		0	1	simulated-accepted-with-note	medium	error-state		clean	clean	clean	clean	none
7299	51055		app/src/ai/blocklist/local_agent_task_sync_model.rs	active	Phase 52 local Agent task status visible copy	Context window exceeded: {msg}	上下文窗口已超出：{msg}	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder		clean	clean	clean	clean	none
7300	51062		app/src/ai/blocklist/local_agent_task_sync_model.rs	active	Phase 52 local Agent task status visible copy	Invalid API key for {provider}. Update your API key in settings.	{provider} 的 API 密钥无效。请在设置中更新 API 密钥。	target-present		0	1	blocked-public-rc	medium	api-key-secret;dynamic-placeholder;environment-endpoint	GUI-WS-04	clean	clean	clean	clean	none
7301	51069		app/src/ai/blocklist/local_agent_task_sync_model.rs	active	Phase 52 local Agent task status visible copy	AWS Bedrock credentials expired or invalid for {model_name}.	{model_name} 的 AWS Bedrock 凭据已过期或无效。	target-present		0	1	blocked-public-rc	medium	api-key-secret;dynamic-placeholder;environment-endpoint	GUI-SET-04;GUI-SET-05;GUI-WS-04	clean	clean	clean	clean	none
7302	51076		app/src/ai/execution_profiles/profiles.rs	active	Phase 52 execution profile visible state	Unsynced	未同步	target-and-source-present		19	1	simulated-accepted	high			clean	clean	clean	clean	none
7303	51083		app/src/ai/execution_profiles/profiles.rs	active	Phase 52 execution profile visible state	Synced	已同步	target-and-source-present		15	1	simulated-accepted	high			clean	clean	clean	clean	none
7304	51090		app/src/ai/execution_profiles/profiles.rs	active	Phase 52 reviewed preserve: execution profile log diagnostic	Default profile is synced but no sync_id found in profile_id_to_sync_id map.	Default profile is synced but no sync_id found in profile_id_to_sync_id map.	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7305	51097		app/src/ai/execution_profiles/profiles.rs	active	Phase 52 reviewed preserve: execution profile log diagnostic	Creating a cloud object for the default execution profile: {profile_id:?}	Creating a cloud object for the default execution profile: {profile_id:?}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7306	51104		app/src/ai/execution_profiles/profiles.rs	active	Phase 52 reviewed preserve: execution profile log diagnostic	Updated local unsynced default execution profile (no personal drive yet): {profile_id:?}	Updated local unsynced default execution profile (no personal drive yet): {profile_id:?}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7307	51111		app/src/ai/execution_profiles/profiles.rs	active	Phase 52 reviewed preserve: execution profile log diagnostic	Reconciled default execution profile with cloud after initial load: profile_id={id:?}, sync_id={sync_id:?}	Reconciled default execution profile with cloud after initial load: profile_id={id:?}, sync_id={sync_id:?}	missing-in-current-source		0	0	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	source-state-review	English preserved; verify this is product/internal text | source state is missing-in-current-source
7308	51118		app/src/ai/execution_profiles/profiles.rs	active	Phase 52 reviewed preserve: execution profile log diagnostic	Registered existing cloud execution profile after initial load: {sync_id:?}	Registered existing cloud execution profile after initial load: {sync_id:?}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7309	51125		app/src/ai/execution_profiles/profiles.rs	active	Phase 52 reviewed preserve: execution profile log diagnostic	Received default execution profile from cloud. Marking profile as synced: {sync_id:?}	Received default execution profile from cloud. Marking profile as synced: {sync_id:?}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7310	51132		app/src/ai/facts/view/rule_editor.rs	active	Phase 52 rule editor visible copy	e.g. Rust rules	例如：Rust 规则	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
7311	51139		app/src/ai/facts/view/rule_editor.rs	active	Phase 52 rule editor visible copy	e.g. Never use unwrap in Rust	例如：不要在 Rust 中使用 unwrap	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
7312	51146		app/src/ai/facts/view/rule_editor.rs	active	Phase 52 rule editor visible copy	Save	保存	target-and-source-present		3	1	simulated-accepted	high			clean	clean	clean	clean	none
7313	51153		app/src/ai/facts/view/rule_editor.rs	active	Phase 52 rule editor visible copy	Delete rule	删除规则	target-present		0	1	simulated-accepted-with-note	medium	destructive-action		clean	clean	clean	clean	none
7314	51160		app/src/ai/facts/view/rule_editor.rs	active	Phase 52 rule editor visible copy	Add Rule	添加规则	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
7315	51167		app/src/ai/facts/view/rule_editor.rs	active	Phase 52 rule editor visible copy	Edit Rule	编辑规则	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
7316	51174		app/src/ai/facts/view/rule_editor.rs	active	Phase 52 rule editor visible copy	Name	名称	target-and-source-present		6	1	simulated-accepted	high			clean	clean	clean	clean	none
7317	51181		app/src/ai/facts/view/rule_editor.rs	active	Phase 52 rule editor visible copy	Rule	规则	target-and-source-present		21	5	simulated-accepted	high			clean	clean	clean	clean	none
7318	51188		app/src/ai/mcp/parsing.rs	active	Phase 52 reviewed preserve: MCP JSON template	{{{json}}}	{{{json}}}	target-and-source-present	3	3	3	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7319	51196		app/src/ai/mcp/parsing.rs	active	Phase 52 reviewed preserve: MCP env-var template	${{{var_name}}}	${{{var_name}}}	target-and-source-present	2	3	3	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text | target_count 3 differs from expected_count 2
7320	51204		app/src/ai/mcp/parsing.rs	active	Phase 52 reviewed preserve: HTTP header name	Authorization	Authorization	target-and-source-present		2	2	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7321	51211		app/src/ai/mcp/parsing.rs	active	Phase 52 reviewed preserve: HTTP auth template	Bearer ${{{var_name}}}	Bearer ${{{var_name}}}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7322	51218		app/src/ai/mcp/parsing.rs	active	Phase 52 reviewed preserve: MCP key template	{{{{{key}}}}}	{{{{{key}}}}}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7323	51225		app/src/ai/outline/native.rs	active	Phase 52 reviewed preserve: outline safe_info diagnostic	Parsing symbols for repo outline.	Parsing symbols for repo outline.	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7324	51232		app/src/ai/outline/native.rs	active	Phase 52 reviewed preserve: outline full diagnostic	Parsing symbols for repo at {}	Parsing symbols for repo at {}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7325	51239		app/src/ai/outline/native.rs	active	Phase 52 reviewed preserve: outline safe_info diagnostic	Successfully constructed symbols outline for repo.	Successfully constructed symbols outline for repo.	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7326	51246		app/src/ai/outline/native.rs	active	Phase 52 reviewed preserve: outline full diagnostic	Successfully constructed symbols outline for repo: {}	Successfully constructed symbols outline for repo: {}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7327	51253		app/src/ai/outline/native.rs	active	Phase 52 reviewed preserve: outline safe_warn diagnostic	Failed to construct symbols outline for repo: {:?}	Failed to construct symbols outline for repo: {:?}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7328	51260		app/src/ai/outline/native.rs	active	Phase 52 reviewed preserve: outline full diagnostic	Failed to construct symbols outline for repo at {}: {:?}	Failed to construct symbols outline for repo at {}: {:?}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7329	51267		app/src/ai/outline/native.rs	active	Phase 52 reviewed preserve: outline log diagnostic	Failed to start watching repository for outline updates at {}: {err}	Failed to start watching repository for outline updates at {}: {err}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7330	51274		app/src/ai/outline/native.rs	active	Phase 52 reviewed preserve: internal invariant	Expected status to be Complete(outline)	Expected status to be Complete(outline)	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7331	51281		app/src/ai/skills/skill_manager.rs	active	Phase 52 reviewed preserve: skill manager log diagnostic	Could not extract parent directory for skill: {:?}	Could not extract parent directory for skill: {:?}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7332	51288		app/src/ai/skills/skill_manager.rs	active	Phase 52 reviewed preserve: skill filename	SKILL.md	SKILL.md	target-and-source-present		7	7	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7333	51295		app/src/ai/skills/skill_manager.rs	active	Phase 52 reviewed preserve: skill manager log diagnostic	Failed to parse bundled skill at {}	Failed to parse bundled skill at {}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7334	51302		app/src/ai/skills/skill_manager.rs	active	Phase 52 reviewed preserve: skill manager safe_warn diagnostic	Could not resolve bundled skill ID, skipping skill	Could not resolve bundled skill ID, skipping skill	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7335	51309		app/src/ai/skills/skill_manager.rs	active	Phase 52 reviewed preserve: skill manager full diagnostic	Could not resolve bundled skill ID from {}, skipping skill	Could not resolve bundled skill ID from {}, skipping skill	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7336	51316		app/src/ai/skills/skill_manager.rs	active	Phase 52 reviewed preserve: bundled resource filename	settings_schema.json	settings_schema.json	target-and-source-present	2	2	2	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7337	51324		app/src/ai/skills/skill_manager.rs	active	Phase 52 reviewed preserve: bundled skill ID	pr-comments	pr-comments	target-and-source-present		2	2	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7338	51331		app/src/ai/skills/skill_manager.rs	active	Phase 52 reviewed preserve: bundled skill ID	modify-settings	modify-settings	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
7339	51338		app/src/terminal/block_filter.rs	active	Phase 56 terminal block filter placeholder	Filter block output	过滤块输出	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7340	51345		app/src/terminal/block_filter.rs	active	Phase 56 terminal block filter tooltip	Show context lines around matches	显示匹配项周围的上下文行	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7341	51352		app/src/terminal/block_filter.rs	active	Phase 56 terminal block filter tooltip	Regex toggle	正则开关	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7342	51359		app/src/terminal/block_filter.rs	active	Phase 56 terminal block filter tooltip	Case sensitive search	区分大小写搜索	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7343	51366		app/src/terminal/block_filter.rs	active	Phase 56 terminal block filter tooltip	Invert filter	反转过滤	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7344	51373		app/src/terminal/block_filter.rs	active	Phase 56 reviewed preserve: accessibility/position identifier	filter_button_for_block_{block}	filter_button_for_block_{block}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text
7345	51380		app/src/terminal/block_filter.rs	active	Phase 56 reviewed preserve: view type identifier	BlockFilterEditor	BlockFilterEditor	target-and-source-present		24	24	simulated-accepted-with-note	medium	english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text
7346	51387		app/src/terminal/block_filter.rs	active	Phase 56 terminal block filter accessibility label	Type searched phrase.	输入要搜索的短语。	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7347	51394		app/src/terminal/block_filter.rs	active	Phase 56 terminal block filter accessibility help	Press escape to quit	按 Escape 退出	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7348	51401		app/src/terminal/block_list_element.rs	active	Phase 56 terminal block hover action	Tag agent for assistance	标记 Agent 请求协助	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7349	51409		app/src/terminal/block_list_element.rs	active	Phase 56 terminal block hover action	Save as Workflow	保存为工作流	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7350	51416		app/src/terminal/block_list_element.rs	active	Phase 56 terminal block workflow warning	Blocks containing secrets cannot be saved.	包含密钥的块无法保存。	target-present		0	1	blocked-public-rc	medium	api-key-secret;terminal-command	GUI-WS-04	clean	clean	clean	clean	none
7351	51423		app/src/terminal/block_list_element.rs	active	Phase 56 reviewed preserve: accessibility/position identifier	context_menu_button_{block_index}	context_menu_button_{block_index}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text
7352	51430		app/src/terminal/block_list_element.rs	active	Phase 56 reviewed preserve: internal invariant	Snackbar header should be exist if the mouse is within snackbar bounds	Snackbar header should be exist if the mouse is within snackbar bounds	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text
7353	51437		app/src/terminal/block_list_element.rs	active	Phase 56 restored session separator	Conversation restored	会话已恢复	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7354	51444		app/src/terminal/block_list_element.rs	active	Phase 56 restored session separator	Previous session	上一个会话	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7355	51451		app/src/terminal/block_list_element.rs	active	Phase 56 restored session separator	{banner_intro_text} from {}	{banner_intro_text}，来自 {}	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder;terminal-command		clean	clean	clean	clean	none
7356	51458		app/src/terminal/block_list_element.rs	active	Phase 56 reviewed preserve: date format contract	%a %b %-d at %-I:%M %p	%a %b %-d at %-I:%M %p	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text
7357	51465		app/src/terminal/find/model/async_find.rs	active	Phase 56 async find status display	Idle	空闲	target-and-source-present		5	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7358	51472		app/src/terminal/find/model/async_find.rs	active	Phase 56 async find status display	Scanning	正在扫描	target-and-source-present		6	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7359	51479		app/src/terminal/find/model/async_find.rs	active	Phase 56 async find status display	Complete	已完成	target-and-source-present		3	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7360	51486		app/src/terminal/find/model/async_find.rs	active	Phase 56 reviewed preserve: internal invariant	Matches should be in ascending order after update_dirty_matches	Matches should be in ascending order after update_dirty_matches	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text
7361	51493		app/src/terminal/find/model/async_find.rs	active	Phase 56 reviewed preserve: diagnostic log	[async_find] AI block scan took {}ms for view_id={:?}	[async_find] AI block scan took {}ms for view_id={:?}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text
7362	51500		app/src/terminal/find/model/async_find.rs	active	Phase 56 reviewed preserve: diagnostic log	[async_find] invalidate_block: enqueuing work for block {:?}, dirty={:?}	[async_find] invalidate_block: enqueuing work for block {:?}, dirty={:?}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text
7363	51507		app/src/terminal/general_settings.rs	active	Phase 56 terminal general settings description	Whether to show a warning dialog before quitting Warp.	是否在退出 Warp 前显示警告对话框。	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7364	51514		app/src/terminal/general_settings.rs	active	Phase 56 terminal general settings description	Whether to quit Warp when the last window is closed.	是否在最后一个窗口关闭时退出 Warp。	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7365	51521		app/src/terminal/general_settings.rs	active	Phase 56 terminal general settings description	Whether to restore the previous session when Warp starts up.	是否在 Warp 启动时恢复上一个会话。	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none
7366	51528		app/src/terminal/general_settings.rs	active	Phase 56 terminal general settings description	Whether to launch Warp automatically when you log in.	是否在你登录系统时自动启动 Warp。	target-present		0	1	simulated-accepted-with-note	medium	auth-login;terminal-command		clean	clean	clean	clean	none
