entry_index	manifest_line	module_group	path	source_state	source	target	decision	rationale
6611	46228	ai-agent	app/src/ai/blocklist/history_model/conversation_loader.rs	target-and-source-present	Cannot load conversation {conversation_id}: no local data and no server token	Cannot load conversation {conversation_id}: no local data and no server token	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6612	46235	ai-agent	app/src/ai/blocklist/history_model/conversation_loader.rs	target-and-source-present	No local metadata for server token {}, falling back to server fetch	No local metadata for server token {}, falling back to server fetch	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6613	46242	ai-agent	app/src/ai/blocklist/history_model/conversation_loader.rs	target-and-source-present	Updated server metadata for restored conversation {canonical_conversation_id} with token {server_token_str}	Updated server metadata for restored conversation {canonical_conversation_id} with token {server_token_str}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6614	46249	ai-agent	app/src/ai/blocklist/history_model/conversation_loader.rs	target-and-source-present	Matched local conversation {canonical_conversation_id} with server token {server_token_str}	Matched local conversation {canonical_conversation_id} with server token {server_token_str}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6615	46256	ai-agent	app/src/ai/blocklist/history_model/conversation_loader.rs	target-and-source-present	Added new cloud-only conversation with local ID {canonical_conversation_id} and server token {server_token_str}	Added new cloud-only conversation with local ID {canonical_conversation_id} and server token {server_token_str}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6616	46263	ai-agent	app/src/ai/blocklist/history_model/conversation_loader.rs	target-and-source-present	Merged cloud conversations: {} local, {} found matched cloud metadata, {} new cloud-only added, {} restored conversations updated. Total: {}	Merged cloud conversations: {} local, {} found matched cloud metadata, {} new cloud-only added, {} restored conversations updated. Total: {}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6617	46270	ai-agent	app/src/ai/blocklist/history_model/conversation_loader.rs	target-and-source-present	Failed to record conversation with ID {conversation_id} because it was missing an initial query	Failed to record conversation with ID {conversation_id} because it was missing an initial query	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6618	46277	ai-agent	app/src/ai/conversation_details_panel.rs	target-and-source-present	Agent	Agent	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6620	46291	ai-agent	app/src/ai/conversation_details_panel.rs	target-and-source-present	({cmd})	({cmd})	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6621	46298	ai-agent	app/src/ai/conversation_details_panel.rs	missing-in-current-source	 && n	 && n	needs-owner-review-source-state	Current-source string did not match audit source exactly; treat as escaped/newline or source drift queue before editing.
6622	46305	ai-agent	app/src/ai/conversation_details_panel.rs	target-and-source-present	{}. {cmd}	{}. {cmd}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6623	46312	ai-agent	app/src/ai/conversation_details_panel.rs	target-and-source-present	{label}: {value}	{label}: {value}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6626	46333	ai-agent	app/src/ai/conversation_details_panel.rs	target-and-source-present	%I:%M %p on %-m/%-d/%Y	%I:%M %p on %-m/%-d/%Y	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6628	46347	ai-agent	app/src/ai/agent_sdk/agent_config.rs	target-and-source-present	.git	.git	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6639	46424	ai-agent	app/src/ai/agent_sdk/agent_management.rs	target-and-source-present	--sort-by and --sort-order are not supported with JSON output	--sort-by and --sort-order are not supported with JSON output	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6644	46459	ai-agent	app/src/ai/agent_sdk/agent_management.rs	target-and-source-present	Skills	Skills	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6647	46480	ai-agent	app/src/ai/agent_sdk/agent_management.rs	target-and-source-present	handled by outer match	handled by outer match	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6648	46487	ai-agent	app/src/ai/agent_sdk/agent_management.rs	target-and-source-present	JSON output is handled by the raw API path	JSON output is handled by the raw API path	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6649	46494	ai-agent	app/src/ai/agent_sdk/driver/harness/gemini.rs	missing-in-current-source	{ctx}nn{prompt}	{ctx}nn{prompt}	needs-owner-review-source-state	Current-source string did not match audit source exactly; treat as escaped/newline or source drift queue before editing.
6650	46501	ai-agent	app/src/ai/agent_sdk/driver/harness/gemini.rs	missing-in-current-source	"{cli_name} --yolo -i ""$(cat '{prompt_path}')"""	"{cli_name} --yolo -i ""$(cat '{prompt_path}')"""	needs-owner-review-source-state	Current-source string did not match audit source exactly; treat as escaped/newline or source drift queue before editing.
6651	46508	ai-agent	app/src/ai/agent_sdk/driver/harness/gemini.rs	target-and-source-present	.txt	.txt	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6655	46536	ai-agent	app/src/ai/agent_sdk/driver/harness/gemini.rs	target-and-source-present	.gemini	.gemini	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6656	46543	ai-agent	app/src/ai/agent_sdk/driver/harness/gemini.rs	target-and-source-present	settings.json	settings.json	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6657	46550	ai-agent	app/src/ai/agent_sdk/driver/harness/gemini.rs	target-and-source-present	trustedFolders.json	trustedFolders.json	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6658	46557	ai-agent	app/src/ai/agent_sdk/driver/harness/gemini.rs	target-and-source-present	OZ_SYSTEM_PROMPT.md	OZ_SYSTEM_PROMPT.md	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6659	46564	ai-agent	app/src/ai/agent_sdk/driver/harness/gemini.rs	target-and-source-present	gemini-api-key	gemini-api-key	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6660	46571	other-reviewed	app/src/app_menus.rs	target-and-source-present	warp_default_settings.csv	warp_default_settings.csv	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6661	46578	other-reviewed	app/src/app_menus.rs	target-and-source-present	<NO DESCRIPTION>	<NO DESCRIPTION>	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6662	46585	other-reviewed	app/src/app_menus.rs	target-and-source-present	Warp	Warp	intentional-preserve-product-provider-term	Glossary/product/provider term is intentionally preserved.
6663	46592	other-reviewed	app/src/menu.rs	target-and-source-present	MenuItemFields	MenuItemFields	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
6664	46599	other-reviewed	app/src/menu.rs	target-and-source-present	checked selected submenu above	checked selected submenu above	intentional-preserve-short-token-or-label	Short product label, token, or non-sentence text preserved.
6665	46606	other-reviewed	app/src/menu.rs	target-and-source-present	submenu_{depth}	submenu_{depth}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6666	46613	settings	app/src/settings_view/about_page.rs	target-and-source-present	about warp version	about warp version	needs-translation-candidate-visible-ui	Likely visible UI copy remains English; translate after GUI/runtime owner confirmation.
6667	46620	settings	app/src/settings_view/about_page.rs	target-and-source-present	v#.##.###	v#.##.###	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6668	46627	settings	app/src/settings_view/about_page.rs	target-and-source-present	Copyright 2026 Warp	Copyright 2026 Warp	intentional-preserve-product-provider-term	Glossary/product/provider term is intentionally preserved.
6669	46634	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_common.rs	target-and-source-present	-${}.{remainder:02}	-${}.{remainder:02}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6670	46641	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_common.rs	target-and-source-present	${}.{remainder:02}	${}.{remainder:02}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6671	46648	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_rows.rs	target-and-source-present	{:?}:{uid}	{:?}:{uid}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6672	46655	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_rows.rs	target-and-source-present	{:?}:unknown-{unknown_counter}	{:?}:unknown-{unknown_counter}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6673	46662	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_rows.rs	target-and-source-present	{}__agent_link	{}__agent_link	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6674	46669	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_rows.rs	target-and-source-present	{}__agent_info	{}__agent_info	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6675	46676	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_section.rs	target-and-source-present	BillingCycleUsageSection	BillingCycleUsageSection	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
6676	46683	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_section.rs	target-and-source-present	Resets %b %d, %-I:%M %p	Resets %b %d, %-I:%M %p	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6677	46690	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_section.rs	target-and-source-present	%b %d, %Y	%b %d, %Y	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6678	46697	billing-quota	app/src/settings_view/billing_and_usage/billing_cycle_usage_team_totals.rs	target-and-source-present	({} credits)	({} credits)	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6679	46704	billing-quota	app/src/settings_view/billing_and_usage/usage_history_entry.rs	target-and-source-present	%-m/%-d/%y %-I:%M %p	%-m/%-d/%y %-I:%M %p	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6682	46723	billing-quota	app/src/settings_view/billing_and_usage_dispatch.rs	target-and-source-present	plan billing a.i. ai usage limit credits balance overview	plan billing a.i. ai usage limit credits balance overview	intentional-preserve-short-token-or-label	Short product label, token, or non-sentence text preserved.
6685	46742	settings	app/src/settings_view/directory_color_add_picker.rs	target-and-source-present	DirectoryColorAddPicker	DirectoryColorAddPicker	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
6686	46749	settings	app/src/settings_view/environments_page/new_environment_button.rs	target-and-source-present	NewEnvironmentButton	NewEnvironmentButton	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
6688	46762	settings	app/src/settings_view/environments_page.rs	target-and-source-present	environments environment ambient agents github warp assisted manual configuration	environments environment ambient agents github warp assisted manual configuration	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6689	46769	settings	app/src/settings_view/environments_page.rs	target-and-source-present	Env ID: {}	Env ID: {}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6690	46776	settings	app/src/settings_view/features/startup_shell.rs	target-and-source-present	NewSessionShellOverride	NewSessionShellOverride	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
6691	46783	settings	app/src/settings_view/features/startup_shell.rs	target-and-source-present	ShowCustomPathInput	ShowCustomPathInput	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
6704	46870	settings	app/src/settings_view/keybindings.rs	target-and-source-present	keybindings keyboard shortcuts hotkeys	keybindings keyboard shortcuts hotkeys	needs-owner-review-search-keywords	Search keyword blob may affect discoverability; translate only with owner decision.
6705	46877	settings	app/src/settings_view/mcp_servers/edit_page.rs	target-and-source-present	"{
    """": {
        ""serverUrl"": """"
    }
}
"	"{
    """": {
        ""serverUrl"": """"
    }
}
"	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6706	46884	settings	app/src/settings_view/mcp_servers/installation_modal.rs	target-and-source-present	Failed to parse markdown: {e:?}	Failed to parse markdown: {e:?}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6707	46891	settings	app/src/settings_view/mcp_servers/installation_modal.rs	target-and-source-present	MCPTemplateInstallationModalBody	MCPTemplateInstallationModalBody	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
6708	46898	settings	app/src/settings_view/mcp_servers/mod.rs	target-and-source-present	Templatable MCP Id: {template_uuid}	Templatable MCP Id: {template_uuid}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6709	46905	settings	app/src/settings_view/mcp_servers/mod.rs	target-and-source-present	Templatable MCP Installation Id: {uuid}	Templatable MCP Installation Id: {uuid}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6710	46912	settings	app/src/settings_view/mcp_servers/mod.rs	target-and-source-present	Gallery MCP Id: {uuid}	Gallery MCP Id: {uuid}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6711	46919	settings	app/src/settings_view/mcp_servers/mod.rs	target-and-source-present	File-Based MCP Id: {uuid}	File-Based MCP Id: {uuid}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6712	46926	settings	app/src/settings_view/mcp_servers/server_card.rs	target-and-source-present	Template sync id: {}	Template sync id: {}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6713	46933	settings	app/src/settings_view/mcp_servers/server_card.rs	target-and-source-present	Gallery Id: {uuid}	Gallery Id: {uuid}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6714	46940	settings	app/src/settings_view/mcp_servers/server_card.rs	target-and-source-present	Gallery Id: None	Gallery Id: None	intentional-preserve-short-token-or-label	Short product label, token, or non-sentence text preserved.
6715	46947	settings	app/src/settings_view/mcp_servers/update_modal.rs	target-and-source-present	UpdateModalBody	UpdateModalBody	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
6716	46954	settings	app/src/settings_view/platform/expire_api_key_button.rs	target-and-source-present	ExpireApiKeyButton	ExpireApiKeyButton	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
6717	46961	settings	app/src/settings_view/platform_page.rs	target-and-source-present	oz cloud platform api keys authentication	oz cloud platform api keys authentication	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6719	46974	settings	app/src/settings_view/platform_page.rs	target-and-source-present	%b %-d, %Y	%b %-d, %Y	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6720	46981	settings	app/src/settings_view/platform_page.rs	target-and-source-present	wk-**{}	wk-**{}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6721	46988	settings	app/src/settings_view/referrals_page.rs	target-and-source-present	 If you have any questions about the referral program, please contact referrals@warp.dev.	 If you have any questions about the referral program, please contact referrals@warp.dev.	needs-translation-candidate-visible-ui	Likely visible UI copy remains English; translate after GUI/runtime owner confirmation.
6722	46995	settings	app/src/settings_view/settings_file_footer.rs	target-and-source-present	{heading} {description}	{heading} {description}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6723	47002	settings	app/src/settings_view/settings_page.rs	target-and-source-present	mouse_states length ({}) is less than patterns length ({})	mouse_states length ({}) is less than patterns length ({})	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6724	47009	settings	app/src/settings_view/settings_page.rs	target-and-source-present	 ({n})	 ({n})	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6725	47016	teams-ownership	app/src/settings_view/teams_page.rs	target-and-source-present	Need more seats? 	Need more seats? 	needs-translation-candidate-visible-ui	Likely visible UI copy remains English; translate after GUI/runtime owner confirmation.
6728	47037	settings	app/src/settings_view/warp_drive_page.rs	target-and-source-present	warp drive sign up	warp drive sign up	needs-owner-review-search-keywords	Search keyword blob may affect discoverability; translate only with owner decision.
6729	47044	settings	app/src/settings_view/warp_drive_page.rs	target-and-source-present	warp drive tools panel command palette search workflows prompts notebooks environment variables	warp drive tools panel command palette search workflows prompts notebooks environment variables	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6730	47051	settings	app/src/settings_view/warpify_page.rs	target-and-source-present	ssh subshell warpify session	ssh subshell warpify session	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6731	47058	settings	app/src/settings_view/warpify_page.rs	target-and-source-present	warpify subshell	warpify subshell	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6732	47065	settings	app/src/settings_view/warpify_page.rs	target-and-source-present	warpify ssh	warpify ssh	intentional-preserve-short-token-or-label	Short product label, token, or non-sentence text preserved.
6733	47072	billing-quota	app/src/terminal/buy_credits_banner.rs	target-and-source-present	${:.0} / {} credits	${:.0} / {} credits	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6739	47114	billing-quota	app/src/terminal/buy_credits_banner.rs	target-and-source-present	Purchasing these credits would take you over your monthly spend limit. 	Purchasing these credits would take you over your monthly spend limit. 	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6746	47163	billing-quota	app/src/terminal/buy_credits_banner.rs	target-and-source-present	BuyCreditsBanner	BuyCreditsBanner	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
6747	47170	workspace	app/src/workspace/auto_handoff.rs	target-and-source-present	Triggering auto handoff to cloud for conversation {conversation_id:?} in window {window_id:?} via {trigger:?}	Triggering auto handoff to cloud for conversation {conversation_id:?} in window {window_id:?} via {trigger:?}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6748	47177	workspace	app/src/workspace/cli_install.rs	target-and-source-present	-e	-e	intentional-preserve-short-token-or-label	Short product label, token, or non-sentence text preserved.
6749	47184	workspace	app/src/workspace/cli_install.rs	target-and-source-present	CLI installed successfully without admin privileges: {:?} -> {}	CLI installed successfully without admin privileges: {:?} -> {}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6750	47191	workspace	app/src/workspace/close_session_confirmation_dialog.rs	target-and-source-present	CloseSessionConfirmation	CloseSessionConfirmation	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
6751	47198	workspace	app/src/workspace/close_session_confirmation_dialog.rs	target-and-source-present	Close session button pressed with no open confirmation dialog source	Close session button pressed with no open confirmation dialog source	needs-translation-candidate-visible-ui	Likely visible UI copy remains English; translate after GUI/runtime owner confirmation.
6752	47205	workspace	app/src/workspace/header_toolbar_editor.rs	target-and-source-present	HeaderToolbarInlineEditor	HeaderToolbarInlineEditor	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
6753	47212	workspace	app/src/workspace/hoa_onboarding/hoa_onboarding_flow.rs	target-and-source-present	HoaOnboardingFlow	HoaOnboardingFlow	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
6754	47219	workspace	app/src/workspace/hoa_onboarding/mod.rs	target-and-source-present	HasCompletedHOAOnboarding	HasCompletedHOAOnboarding	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
6755	47226	workspace	app/src/workspace/view/cloud_agent_capacity_modal/mod.rs	target-and-source-present	2x	2x	intentional-preserve-short-token-or-label	Short product label, token, or non-sentence text preserved.
6756	47233	workspace	app/src/workspace/view/cloud_agent_capacity_modal/mod.rs	target-and-source-present	5x	5x	intentional-preserve-short-token-or-label	Short product label, token, or non-sentence text preserved.
6757	47240	workspace	app/src/workspace/view/codex_modal.rs	missing-in-current-source	Use Codex directly in Oz and leverage features like in-app code review, agent session sharing and file editing.	Use Codex directly in Oz and leverage features like in-app code review, agent session sharing and file editing.	needs-owner-review-source-state	Current-source string did not match audit source exactly; treat as escaped/newline or source drift queue before editing.
6758	47247	workspace	app/src/workspace/view/conversation_list/item.rs	target-and-source-present	conversation_list_item_{conv_id}	conversation_list_item_{conv_id}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6759	47254	workspace	app/src/workspace/view/conversation_list/item.rs	target-and-source-present	conversation_list_task_{task_id}	conversation_list_task_{task_id}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6760	47261	workspace	app/src/workspace/view/conversation_list/item.rs	target-and-source-present	New conversation	New conversation	intentional-preserve-short-token-or-label	Short product label, token, or non-sentence text preserved.
6762	47275	workspace	app/src/workspace/view/conversation_list/view.rs	target-and-source-present	conversation_list_{}	conversation_list_{}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6768	47317	workspace	app/src/workspace/view/crash_recovery.rs	missing-in-current-source	We detected a crash during application startup, and adjusted your settings to use Xwayland for windowing. This can result in blurry text if you are using fractional scaling.	We detected a crash during application startup, and adjusted your settings to use Xwayland for windowing. This can result in blurry text if you are using fractional scaling.	needs-owner-review-source-state	Current-source string did not match audit source exactly; treat as escaped/newline or source drift queue before editing.
6769	47324	workspace	app/src/workspace/view/crash_recovery.rs	target-and-source-present	Learn More	Learn More	intentional-preserve-short-token-or-label	Short product label, token, or non-sentence text preserved.
6770	47331	workspace	app/src/workspace/view/global_search/model.rs	target-and-source-present	Global search failed.	Global search failed.	intentional-preserve-short-token-or-label	Short product label, token, or non-sentence text preserved.
6775	47366	workspace	app/src/workspace/view/openwarp_launch_modal/view.rs	target-and-source-present	Oz	Oz	intentional-preserve-product-provider-term	Glossary/product/provider term is intentionally preserved.
6776	47373	workspace	app/src/workspace/view/right_panel.rs	target-and-source-present	No active code review view is associated with the current tab/repo selection	No active code review view is associated with the current tab/repo selection	intentional-preserve-short-token-or-label	Short product label, token, or non-sentence text preserved.
6777	47380	workspace	app/src/workspace/view/vertical_tabs.rs	target-and-source-present	vertical_tabs:pane_row:{pane_group_id:?}:{pane_id}	vertical_tabs:pane_row:{pane_group_id:?}:{pane_id}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6778	47387	workspace	app/src/workspace/view/vertical_tabs.rs	target-and-source-present	vtab_action_buttons_{tab_index}	vtab_action_buttons_{tab_index}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6779	47394	workspace	app/src/workspace/view/vertical_tabs.rs	target-and-source-present	Oz	Oz	intentional-preserve-product-provider-term	Glossary/product/provider term is intentionally preserved.
6780	47401	workspace	app/src/workspace/view/vertical_tabs.rs	target-and-source-present	{env} · {status}	{env} · {status}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6781	47408	workspace	app/src/workspace/view/vertical_tabs.rs	target-and-source-present	{env} · {wd}	{env} · {wd}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6782	47415	workspace	app/src/workspace/view.rs	target-and-source-present	Failed to set should_confirm_close_session setting to false: {e}	Failed to set should_confirm_close_session setting to false: {e}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6783	47422	workspace	app/src/workspace/view.rs	target-and-source-present	Getting feature not available message for workflows	Getting feature not available message for workflows	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6784	47429	workspace	app/src/workspace/view.rs	missing-in-current-source	Have Warp installed but redirecting to download page?nEnable Local Network Access for {} in your browser.	Have Warp installed but redirecting to download page?nEnable Local Network Access for {} in your browser.	needs-owner-review-source-state	Current-source string did not match audit source exactly; treat as escaped/newline or source drift queue before editing.
6793	47492	terminal-command	app/src/terminal/settings.rs	target-and-source-present	MatchBlocklist	MatchBlocklist	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
6794	47499	terminal-command	app/src/terminal/settings.rs	target-and-source-present	Custom	Custom	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6824	47709	terminal-command	app/src/terminal/view/tooltips.rs	target-and-source-present	terminal_view:first_cell_in_secret_{}	terminal_view:first_cell_in_secret_{}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6831	47758	terminal-command	app/src/terminal/view/ssh_file_upload.rs	target-and-source-present	-P {port} 	-P {port} 	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6832	47765	terminal-command	app/src/terminal/view/ssh_file_upload.rs	target-and-source-present	-r 	-r 	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6850	47891	terminal-command	app/src/terminal/view/shared_session/conversation_ended_tombstone_view.rs	target-and-source-present	Failed to fetch AmbientAgentTask for tombstone metadata: {err}	Failed to fetch AmbientAgentTask for tombstone metadata: {err}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6859	47954	terminal-command	app/src/terminal/view/shared_session/view_impl.rs	target-and-source-present	Cannot share without scrollback when agent conversations exist. Agent shared sessions require conversation history to be shared.	Cannot share without scrollback when agent conversations exist. Agent shared sessions require conversation history to be shared.	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6860	47961	terminal-command	app/src/terminal/view/shared_session/view_impl.rs	target-and-source-present	Shared session view stop requested: session_id={session_id:?} source_task_id={source_task_id:?} action_source={source:?} reason={reason:?}	Shared session view stop requested: session_id={session_id:?} source_task_id={source_task_id:?} action_source={source:?} reason={reason:?}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6865	47996	terminal-command	app/src/terminal/view/shared_session/view_impl.rs	target-and-source-present	Tried to open shared session reconnecting banner for a session that isn't shared	Tried to open shared session reconnecting banner for a session that isn't shared	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6870	48031	terminal-command	app/src/terminal/local_shell/mod.rs	target-and-source-present	echo $PATH	echo $PATH	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6871	48038	terminal-command	app/src/terminal/local_shell/mod.rs	target-and-source-present	env | grep PATH	env | grep PATH	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
6872	48045	terminal-command	app/src/terminal/local_shell/mod.rs	target-and-source-present	echo $Env:PATH	echo $Env:PATH	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
