entry_index	manifest_line	module_group	path	source_state	risk_tags	token_status	functional_status	public_rc_rows	decision	rationale
6808	47597	terminal-command	app/src/terminal/session_settings/working_directory_config.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6809	47604	terminal-command	app/src/terminal/session_settings/working_directory_config.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6810	47611	terminal-command	app/src/terminal/session_settings/working_directory_config.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6811	47618	terminal-command	app/src/terminal/session_settings/working_directory_config.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6812	47625	terminal-command	app/src/terminal/session_settings/working_directory_config.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6813	47632	terminal-command	app/src/terminal/session_settings/working_directory_config.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6814	47639	terminal-command	app/src/terminal/session_settings/working_directory_config.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6815	47646	terminal-command	app/src/terminal/session_settings/working_directory_config.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6816	47653	terminal-command	app/src/terminal/session_settings/working_directory_config.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6817	47660	terminal-command	app/src/terminal/session_settings/working_directory_config.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6818	47667	terminal-command	app/src/terminal/session_settings/working_directory_config.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6819	47674	terminal-command	app/src/terminal/session_settings/working_directory_config.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6820	47681	terminal-command	app/src/terminal/session_settings/working_directory_config.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6821	47688	terminal-command	app/src/terminal/view/tooltips.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6822	47695	terminal-command	app/src/terminal/view/tooltips.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6823	47702	terminal-command	app/src/terminal/view/tooltips.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6824	47709	terminal-command	app/src/terminal/view/tooltips.rs	target-and-source-present	api-key-secret;dynamic-placeholder;english-preserved;terminal-command	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
6825	47716	terminal-command	app/src/terminal/view/tooltips.rs	target-present	api-key-secret;terminal-command	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
6826	47723	terminal-command	app/src/terminal/view/tooltips.rs	target-present	api-key-secret;terminal-command	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
6827	47730	terminal-command	app/src/terminal/view/tooltips.rs	target-present	api-key-secret;terminal-command	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
6828	47737	terminal-command	app/src/terminal/view/tooltips.rs	target-present	dynamic-placeholder;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6829	47744	terminal-command	app/src/terminal/view/tooltips.rs	target-present	dynamic-placeholder;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6830	47751	terminal-command	app/src/terminal/view/ssh_file_upload.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6831	47758	terminal-command	app/src/terminal/view/ssh_file_upload.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6832	47765	terminal-command	app/src/terminal/view/ssh_file_upload.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6833	47772	terminal-command	app/src/terminal/view/ssh_file_upload.rs	target-present	api-key-secret;terminal-command	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
6834	47779	terminal-command	app/src/terminal/view/ssh_file_upload.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6835	47786	terminal-command	app/src/terminal/view/ssh_file_upload.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6836	47793	terminal-command	app/src/terminal/view/ssh_file_upload.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6837	47800	terminal-command	app/src/terminal/view/ssh_file_upload.rs	target-and-source-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6838	47807	terminal-command	app/src/terminal/view/ssh_file_upload.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6839	47814	terminal-command	app/src/terminal/view/ssh_file_upload.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6840	47821	terminal-command	app/src/terminal/view/ssh_file_upload.rs	target-and-source-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6841	47828	terminal-command	app/src/terminal/view/ssh_file_upload.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6842	47835	terminal-command	app/src/terminal/view/ssh_file_upload.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6843	47842	terminal-command	app/src/terminal/view/shared_session/conversation_ended_tombstone_view.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6844	47849	terminal-command	app/src/terminal/view/shared_session/conversation_ended_tombstone_view.rs	target-and-source-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6845	47856	terminal-command	app/src/terminal/view/shared_session/conversation_ended_tombstone_view.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6846	47863	terminal-command	app/src/terminal/view/shared_session/conversation_ended_tombstone_view.rs	target-and-source-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6847	47870	terminal-command	app/src/terminal/view/shared_session/conversation_ended_tombstone_view.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6848	47877	terminal-command	app/src/terminal/view/shared_session/conversation_ended_tombstone_view.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6849	47884	terminal-command	app/src/terminal/view/shared_session/conversation_ended_tombstone_view.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6850	47891	terminal-command	app/src/terminal/view/shared_session/conversation_ended_tombstone_view.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6851	47898	terminal-command	app/src/terminal/view/shared_session/conversation_ended_tombstone_view.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6852	47905	terminal-command	app/src/terminal/view/shared_session/conversation_ended_tombstone_view.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6853	47912	terminal-command	app/src/terminal/view/shared_session/conversation_ended_tombstone_view.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6854	47919	terminal-command	app/src/terminal/view/shared_session/conversation_ended_tombstone_view.rs	target-present	dynamic-placeholder;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6855	47926	terminal-command	app/src/terminal/view/shared_session/conversation_ended_tombstone_view.rs	target-present	dynamic-placeholder;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6856	47933	terminal-command	app/src/terminal/view/shared_session/conversation_ended_tombstone_view.rs	target-present	dynamic-placeholder;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6857	47940	terminal-command	app/src/terminal/view/shared_session/conversation_ended_tombstone_view.rs	target-present	dynamic-placeholder;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6858	47947	terminal-command	app/src/terminal/view/shared_session/conversation_ended_tombstone_view.rs	target-present	billing-quota;dynamic-placeholder;terminal-command	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
6859	47954	terminal-command	app/src/terminal/view/shared_session/view_impl.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6860	47961	terminal-command	app/src/terminal/view/shared_session/view_impl.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6861	47968	terminal-command	app/src/terminal/view/shared_session/view_impl.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6862	47975	terminal-command	app/src/terminal/view/shared_session/view_impl.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6863	47982	terminal-command	app/src/terminal/view/shared_session/view_impl.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6864	47989	terminal-command	app/src/terminal/view/shared_session/view_impl.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6865	47996	terminal-command	app/src/terminal/view/shared_session/view_impl.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6866	48003	terminal-command	app/src/terminal/view/shared_session/view_impl.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6867	48010	terminal-command	app/src/terminal/view/shared_session/view_impl.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6868	48017	terminal-command	app/src/terminal/view/shared_session/view_impl.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6869	48024	terminal-command	app/src/terminal/view/shared_session/view_impl.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6870	48031	terminal-command	app/src/terminal/local_shell/mod.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6871	48038	terminal-command	app/src/terminal/local_shell/mod.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6872	48045	terminal-command	app/src/terminal/local_shell/mod.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6873	48052	terminal-command	app/src/terminal/local_shell/mod.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6874	48059	terminal-command	app/src/terminal/local_shell/mod.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6875	48066	terminal-command	app/src/terminal/local_shell/mod.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6876	48073	terminal-command	app/src/terminal/local_shell/mod.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6877	48080	terminal-command	app/src/terminal/local_shell/mod.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6878	48087	terminal-command	app/src/terminal/local_shell/mod.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6879	48094	terminal-command	app/src/terminal/local_tty/unix.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6880	48101	terminal-command	app/src/terminal/local_tty/unix.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6881	48108	terminal-command	app/src/terminal/local_tty/unix.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6882	48115	terminal-command	app/src/terminal/local_tty/unix.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6883	48122	terminal-command	app/src/terminal/local_tty/unix.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6884	48129	terminal-command	app/src/terminal/local_tty/unix.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6885	48136	terminal-command	app/src/terminal/local_tty/unix.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6886	48143	terminal-command	app/src/terminal/local_tty/unix.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6887	48150	terminal-command	app/src/terminal/local_tty/unix.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6888	48157	terminal-command	app/src/terminal/local_tty/unix.rs	missing-in-current-source	english-preserved;terminal-command	clean	source-state-review		preserve-intentional-command-template-source-state	Command/template/protocol row should stay stable; source-state miss is a normalization/drift queue.
6889	48164	terminal-command	app/src/terminal/local_tty/unix.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6890	48171	terminal-command	app/src/terminal/local_tty/unix.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6891	48178	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6892	48185	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6893	48192	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6894	48199	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6895	48206	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6896	48213	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6897	48220	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	dynamic-placeholder;english-preserved;error-state;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6898	48227	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6899	48234	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6900	48241	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6901	48248	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6902	48255	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6903	48262	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6904	48269	terminal-command	app/src/terminal/local_tty/windows/conpty_api.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6905	48276	terminal-command	app/src/terminal/local_tty/windows/mod.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6906	48283	terminal-command	app/src/terminal/local_tty/windows/mod.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6907	48290	terminal-command	app/src/terminal/local_tty/windows/mod.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6908	48297	terminal-command	app/src/terminal/local_tty/windows/mod.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6909	48304	terminal-command	app/src/terminal/local_tty/windows/mod.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6910	48311	terminal-command	app/src/terminal/local_tty/windows/mod.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6911	48318	terminal-command	app/src/terminal/local_tty/windows/mod.rs	target-and-source-present	dynamic-placeholder;english-preserved;error-state;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6912	48325	terminal-command	app/src/terminal/local_tty/windows/mod.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6913	48332	terminal-command	app/src/terminal/local_tty/windows/mod.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6914	48339	terminal-command	app/src/terminal/local_tty/windows/mod.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6915	48346	terminal-command	app/src/terminal/local_tty/windows/mod.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6916	48353	terminal-command	app/src/terminal/local_tty/windows/mod.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6917	48360	terminal-command	app/src/terminal/local_tty/windows/mod.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6918	48367	terminal-command	app/src/terminal/local_tty/windows/mod.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6919	48374	terminal-command	app/src/terminal/local_tty/windows/mod.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6920	48381	terminal-command	app/src/terminal/model/grid/ansi_handler.rs	target-and-source-present	destructive-action;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6921	48388	terminal-command	app/src/terminal/model/grid/ansi_handler.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6922	48395	terminal-command	app/src/terminal/model/grid/ansi_handler.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6923	48402	terminal-command	app/src/terminal/model/grid/ansi_handler.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6924	48409	terminal-command	app/src/terminal/model/grid/ansi_handler.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6925	48416	terminal-command	app/src/terminal/model/grid/ansi_handler.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6926	48423	terminal-command	app/src/terminal/model/grid/ansi_handler.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6927	48430	terminal-command	app/src/terminal/model/grid/ansi_handler.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
6928	48437	terminal-command	app/src/terminal/model/grid/ansi_handler.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
