entry_index	manifest_line	key	path	status	context	source	target	source_state	expected_count	source_count	target_count	decision	confidence	risk_tags	public_rc_rows	token_status	glossary_status	copy_status	functional_status	notes	module	module_group	source_length	target_length	length_ratio	machine_copy_score	mojibake_status	ui_density_risk	review_lane
7588	53131		app/src/ai/blocklist/block/number_shortcut_buttons.rs	active	Phase 58 reviewed preserve: fixed binding ID	KeyboardNavigationEnabled	KeyboardNavigationEnabled	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	25	25	1.0	1	clean	clean	copy
7589	53138		app/src/ai/blocklist/block/number_shortcut_buttons.rs	active	Phase 58 reviewed preserve: fixed binding ID	EnterActivationEnabled	EnterActivationEnabled	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	22	22	1.0	1	clean	clean	copy
7590	53145		app/src/ai/blocklist/block/number_shortcut_buttons.rs	active	Phase 58 reviewed preserve: accessibility/position identifier	number_shortcut_buttons_{}_{}	number_shortcut_buttons_{}_{}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	29	29	1.0	1	clean	clean	copy
7591	53152		app/src/ai/blocklist/block/number_shortcut_buttons.rs	active	Phase 58 reviewed preserve: view type identifier	NumberShortcutButtons	NumberShortcutButtons	target-and-source-present		43	43	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	21	21	1.0	1	clean	clean	copy
7592	53159		app/src/ai/blocklist/block/view_impl.rs	active	Phase 58 AI citation fallback title	Untitled	无标题	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	8	3	0.38	2	clean	clean	accepted
7593	53166		app/src/ai/blocklist/block/view_impl.rs	active	Phase 58 AI citation source label	Warp Docs	Warp 文档	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	9	7	0.78	2	clean	clean	accepted
7594	53173		app/src/ai/blocklist/block/view_impl.rs	active	Phase 58 autonomy settings link	Manage AI Autonomy permissions	管理 AI Autonomy 权限	target-and-source-present	2	1	2	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	30	17	0.57	2	clean	clean	accepted
7595	53182		app/src/ai/blocklist/block/view_impl.rs	active	Phase 58 reviewed preserve: settings search query	Autonomy	Autonomy	target-and-source-present	2	5	5	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text | target_count 5 differs from expected_count 2	app/src/ai	ai-agent	8	8	1.0	1	clean	clean	copy
7596	53190		app/src/ai/blocklist/block/view_impl.rs	active	Phase 58 reviewed preserve: view type identifier	AIBlock	AIBlock	target-and-source-present		20	20	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	7	7	1.0	1	clean	clean	copy
7597	53197		app/src/ai/blocklist/codebase_index_speedbump_banner.rs	active	Phase 58 codebase index speedbump header	Index Codebase?	索引代码库？	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	15	6	0.4	2	clean	clean	accepted
7598	53204		app/src/ai/blocklist/codebase_index_speedbump_banner.rs	active	Phase 58 codebase index speedbump body	Indexing helps agents quickly understand context and provide targeted solutions. Code is never stored on the server.	索引可帮助 Agent 快速理解上下文并提供针对性的解决方案。代码绝不会存储在服务器上。	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	116	44	0.38	2	clean	clean	accepted
7599	53212		app/src/ai/blocklist/codebase_index_speedbump_banner.rs	active	Phase 58 codebase index speedbump action	Index codebase	索引代码库	target-present		0	3	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	14	5	0.36	2	clean	clean	accepted
7600	53219		app/src/ai/blocklist/codebase_index_speedbump_banner.rs	active	Phase 58 codebase index speedbump setting	Allow automatic indexing	允许自动索引	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	24	6	0.25	2	clean	clean	accepted
7601	53226		app/src/ai/blocklist/codebase_index_speedbump_banner.rs	active	Phase 58 codebase index speedbump dismiss action	Don't show again	不再显示	target-and-source-present		1	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	16	4	0.25	2	clean	clean	accepted
7602	53233		app/src/ai/blocklist/codebase_index_speedbump_banner.rs	active	Phase 58 codebase index progress header	Indexing codebase	正在索引代码库	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	17	7	0.41	2	clean	clean	accepted
7603	53240		app/src/ai/blocklist/codebase_index_speedbump_banner.rs	active	Phase 58 codebase index status action	View status	查看状态	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	11	4	0.36	2	clean	clean	accepted
7604	53247		app/src/ai/blocklist/inline_action/malformed_line_heuristics.rs	active	Phase 58 reviewed preserve: internal invariant	terminal_update_delta_with_shift: terminal delta not found in sorted update deltas	terminal_update_delta_with_shift: terminal delta not found in sorted update deltas	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	82	82	1.0	1	clean	clean	copy
7605	53254		app/src/ai/blocklist/inline_action/malformed_line_heuristics.rs	active	Phase 58 reviewed preserve: code parser heuristic prefix	pub fn 	pub fn 	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	7	7	1.0	1	clean	clean	copy
7606	53261		app/src/ai/blocklist/inline_action/malformed_line_heuristics.rs	active	Phase 58 reviewed preserve: code parser heuristic prefix	pub(crate) fn 	pub(crate) fn 	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	14	14	1.0	1	clean	clean	copy
7607	53268		app/src/ai/blocklist/inline_action/malformed_line_heuristics.rs	active	Phase 58 reviewed preserve: code parser heuristic prefix	pub(super) fn 	pub(super) fn 	target-and-source-present		6	6	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	14	14	1.0	1	clean	clean	copy
7608	53275		app/src/ai/blocklist/inline_action/malformed_line_heuristics.rs	active	Phase 58 reviewed preserve: code parser heuristic prefix	pub async fn 	pub async fn 	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	13	13	1.0	1	clean	clean	copy
7609	53282		app/src/ai/blocklist/inline_action/malformed_line_heuristics.rs	active	Phase 58 reviewed preserve: code parser heuristic prefix	async fn 	async fn 	target-and-source-present		2	2	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	9	9	1.0	1	clean	clean	copy
7610	53289		app/src/ai/blocklist/inline_action/malformed_line_heuristics.rs	active	Phase 58 reviewed preserve: code parser heuristic prefix	async def 	async def 	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	10	10	1.0	1	clean	clean	copy
7611	53296		app/src/ai/agent_conversations_model.rs	active	Phase 59 agent conversation status label	Task blocked	任务已阻塞	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	12	5	0.42	2	clean	clean	accepted
7612	53303		app/src/ai/agent_conversations_model.rs	active	Phase 59 reviewed preserve: diagnostic log	Fetching {} missing conversation metadata entries for ambient agent tasks	Fetching {} missing conversation metadata entries for ambient agent tasks	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	73	73	1.0	1	clean	clean	copy
7613	53310		app/src/ai/agent_conversations_model.rs	active	Phase 59 reviewed preserve: diagnostic log	Fetched {} additional conversation metadata entries	Fetched {} additional conversation metadata entries	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	51	51	1.0	1	clean	clean	copy
7614	53317		app/src/ai/agent_conversations_model.rs	active	Phase 59 reviewed preserve: diagnostic log	Fetched {} cloud conversation metadata entries total	Fetched {} cloud conversation metadata entries total	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	52	52	1.0	1	clean	clean	copy
7615	53324		app/src/ai/agent_conversations_model.rs	active	Phase 59 reviewed preserve: display format with ID	{name} ({id})	{name} ({id})	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	13	13	1.0	1	clean	clean	copy
7616	53331		app/src/ai/agent_events/driver.rs	active	Phase 59 reviewed preserve: diagnostic log	Ignoring agent event cursor persistence failure at sequence {since_sequence}: {err:#}	Ignoring agent event cursor persistence failure at sequence {since_sequence}: {err:#}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	85	85	1.0	1	clean	clean	copy
7617	53338		app/src/ai/agent_events/driver.rs	active	Phase 59 reviewed preserve: diagnostic log	Agent event stream closed for {:?}, reconnecting in {backoff:?}	Agent event stream closed for {:?}, reconnecting in {backoff:?}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	63	63	1.0	1	clean	clean	copy
7618	53345		app/src/ai/agent_events/driver.rs	active	Phase 59 reviewed preserve: diagnostic log	Agent event stream failed {failures} consecutive times for {:?}, retrying in {backoff:?}: {err:#}	Agent event stream failed {failures} consecutive times for {:?}, retrying in {backoff:?}: {err:#}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	97	97	1.0	1	clean	clean	copy
7619	53352		app/src/ai/agent_events/driver.rs	active	Phase 59 reviewed preserve: diagnostic log	Agent event stream failed for {:?}, retrying in {backoff:?}: {err:#}	Agent event stream failed for {:?}, retrying in {backoff:?}: {err:#}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	68	68	1.0	1	clean	clean	copy
7620	53359		app/src/ai/agent_management/cloud_setup_guide_view.rs	active	Phase 59 reviewed preserve: Oz CLI command example	oz environment create [OPTIONS] --name <NAME> --docker-image <DOCKER_IMAGE>	oz environment create [OPTIONS] --name <NAME> --docker-image <DOCKER_IMAGE>	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved;environment-endpoint;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	75	75	1.0	1	clean	clean	copy
7621	53366		app/src/ai/agent_management/cloud_setup_guide_view.rs	active	Phase 59 reviewed preserve: Oz CLI command example	oz integration create slack --environment {{environment_id}}	oz integration create slack --environment {{environment_id}}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;environment-endpoint;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	60	60	1.0	1	clean	clean	copy
7622	53373		app/src/ai/agent_management/cloud_setup_guide_view.rs	active	Phase 59 reviewed preserve: Oz CLI command example	oz integration create linear --environment {{environment_id}}	oz integration create linear --environment {{environment_id}}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;environment-endpoint;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	61	61	1.0	1	clean	clean	copy
7623	53380		app/src/ai/agent_management/cloud_setup_guide_view.rs	active	Phase 59 reviewed preserve: diagnostic log	Received unknown code in render_code_block: {}	Received unknown code in render_code_block: {}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	46	46	1.0	1	clean	clean	copy
7624	53387		app/src/ai/agent_sdk/driver/harness/codex_transcript.rs	active	Phase 59 reviewed preserve: Codex transcript directory	.codex	.codex	target-and-source-present		5	5	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	6	6	1.0	1	clean	clean	copy
7625	53394		app/src/ai/agent_sdk/driver/harness/codex_transcript.rs	active	Phase 59 reviewed preserve: Codex transcript filename suffix	-{session_id}.jsonl	-{session_id}.jsonl	target-and-source-present		2	2	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	19	19	1.0	1	clean	clean	copy
7626	53401		app/src/ai/agent_sdk/driver/harness/codex_transcript.rs	active	Phase 59 reviewed preserve: Codex transcript filename prefix	rollout-	rollout-	target-and-source-present		5	5	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	8	8	1.0	1	clean	clean	copy
7627	53408		app/src/ai/agent_sdk/driver/harness/codex_transcript.rs	active	Phase 59 reviewed preserve: transcript timestamp format	%Y-%m-%dT%H-%M-%S	%Y-%m-%dT%H-%M-%S	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	17	17	1.0	1	clean	clean	copy
7628	53415		app/src/ai/agent_sdk/driver/harness/codex_transcript.rs	active	Phase 59 reviewed preserve: Codex transcript filename format	rollout-{date_str}-{session_id}.jsonl	rollout-{date_str}-{session_id}.jsonl	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	37	37	1.0	1	clean	clean	copy
7629	53422		app/src/ai/agent_sdk/mcp_config.rs	active	Phase 59 reviewed preserve: MCP JSON template	{{{json}}}	{{{json}}}	target-and-source-present	2	2	2	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	10	10	1.0	1	clean	clean	copy
7630	53430		app/src/ai/agent_sdk/mcp_config.rs	active	Phase 59 reviewed preserve: MCP config validation error	MCP server '{server_name}' must have exactly one of: 'warp_id', 'command', or 'url'	MCP server '{server_name}' must have exactly one of: 'warp_id', 'command', or 'url'	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;error-state;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	83	83	1.0	1	clean	clean	copy
7631	53437		app/src/ai/agent_sdk/mcp_config.rs	active	Phase 59 reviewed preserve: MCP config validation error	MCP server '{server_name}' field 'warp_id' must be a UUID	MCP server '{server_name}' field 'warp_id' must be a UUID	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;error-state		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	57	57	1.0	1	clean	clean	copy
7632	53444		app/src/ai/agent_sdk/mcp_config.rs	active	Phase 59 reviewed preserve: MCP config validation error	MCP server '{server_name}' field 'args[{idx}]' must be a string	MCP server '{server_name}' field 'args[{idx}]' must be a string	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;error-state		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	63	63	1.0	1	clean	clean	copy
7633	53451		app/src/ai/ai_document_view.rs	active	Phase 59 reviewed preserve: accessibility/position identifier	ai_document_view_{}	ai_document_view_{}	target-and-source-present	2	2	2	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	19	19	1.0	1	clean	clean	copy
7634	53459		app/src/ai/ai_document_view.rs	active	Phase 59 AI document restored title	{} (restored from {})	{}（从 {} 恢复）	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder		clean	clean	clean	clean	none	app/src/ai	ai-agent	21	11	0.52	2	clean	clean	accepted
7635	53466		app/src/ai/ai_document_view.rs	active	Phase 59 reviewed preserve: default filename	Untitled.md	Untitled.md	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	11	11	1.0	1	clean	clean	copy
7636	53473		app/src/ai/ai_document_view.rs	active	Phase 59 reviewed preserve: filename template	{sanitized_title}.md	{sanitized_title}.md	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	20	20	1.0	1	clean	clean	copy
7637	53480		app/src/ai/ai_document_view.rs	active	Phase 59 reviewed preserve: diagnostic log	Skipping sending updated plan: conversation is not in progress	Skipping sending updated plan: conversation is not in progress	target-and-source-present		1	1	blocked-public-rc	medium	billing-quota;english-preserved	GUI-BILL-01	clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	62	62	1.0	1	clean	clean	copy
7638	53487		app/src/ai/artifacts/mod.rs	active	Phase 59 artifact type label	File	文件	target-and-source-present	2	13	3	simulated-accepted-with-note	medium			clean	clean	clean	clean	target_count 3 differs from expected_count 2	app/src/ai	ai-agent	4	2	0.5	2	clean	clean	accepted
7639	53495		app/src/ai/artifacts/mod.rs	active	Phase 59 reviewed preserve: host/domain literal	github.com	github.com	target-and-source-present		2	2	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	10	10	1.0	1	clean	clean	copy
7640	53502		app/src/ai/artifacts/mod.rs	active	Phase 59 artifact loading error	Failed to load	加载失败	target-and-source-present		2	1	simulated-accepted-with-note	medium	error-state		clean	clean	clean	clean	none	app/src/ai	ai-agent	14	4	0.29	2	clean	clean	accepted
7641	53509		app/src/ai/artifacts/mod.rs	active	Phase 59 artifact download error	Failed to prepare file download.	准备文件下载失败。	target-present		0	1	simulated-accepted-with-note	medium	error-state		clean	clean	clean	clean	none	app/src/ai	ai-agent	32	9	0.28	2	clean	clean	accepted
7642	53516		app/src/ai/blocklist/code_block.rs	active	Phase 59 code block action	Add as Context	添加为上下文	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	14	6	0.43	2	clean	clean	accepted
7643	53523		app/src/ai/blocklist/code_block.rs	active	Phase 59 code block action	Copy	复制	target-and-source-present	2	2	2	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	4	2	0.5	2	clean	clean	accepted
7644	53531		app/src/ai/blocklist/code_block.rs	active	Phase 59 code block action	Open in Warp	在 Warp 中打开	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	12	10	0.83	2	clean	clean	accepted
7645	53538		app/src/ai/blocklist/code_block.rs	active	Phase 59 code block action	Run in terminal	在终端中运行	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none	app/src/ai	ai-agent	15	6	0.4	2	clean	clean	accepted
7646	53545		app/src/ai/blocklist/code_block.rs	active	Phase 59 reviewed preserve: file path display format	{file_path}{line_number}	{file_path}{line_number}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	24	24	1.0	1	clean	clean	copy
7647	53552		app/src/ai/blocklist/inline_action/aws_bedrock_credentials_error.rs	active	Phase 59 AWS Bedrock credential action	Refresh AWS Credentials	刷新 AWS 凭据	target-present		0	1	blocked-public-rc	medium	api-key-secret;environment-endpoint;error-state	GUI-SET-04;GUI-SET-05;GUI-WS-04	clean	clean	clean	clean	none	app/src/ai	ai-agent	23	9	0.39	2	clean	clean	public-rc
7648	53560		app/src/ai/blocklist/inline_action/aws_bedrock_credentials_error.rs	active	Phase 59 AWS Bedrock credential action	Configure	配置	target-and-source-present		7	1	blocked-public-rc	medium	api-key-secret;environment-endpoint;error-state	GUI-SET-04;GUI-SET-05;GUI-WS-04	clean	clean	clean	clean	none	app/src/ai	ai-agent	9	2	0.22	2	clean	clean	public-rc
7649	53567		app/src/ai/blocklist/inline_action/aws_bedrock_credentials_error.rs	active	Phase 59 AWS Bedrock credential status	Running `{}`...	正在运行 `{}`...	target-present		0	1	blocked-public-rc	medium	api-key-secret;dynamic-placeholder;environment-endpoint;error-state	GUI-SET-04;GUI-SET-05;GUI-WS-04	clean	clean	clean	clean	none	app/src/ai	ai-agent	15	12	0.8	2	clean	clean	public-rc
7650	53574		app/src/ai/blocklist/inline_action/aws_bedrock_credentials_error.rs	active	Phase 59 AWS Bedrock credential error	AWS credentials expired or missing	AWS 凭据已过期或缺失	target-present		0	1	blocked-public-rc	medium	api-key-secret;environment-endpoint;error-state	GUI-SET-04;GUI-SET-05;GUI-WS-04	clean	clean	clean	clean	none	app/src/ai	ai-agent	34	12	0.35	2	clean	clean	public-rc
7651	53582		app/src/ai/blocklist/inline_action/aws_bedrock_credentials_error.rs	active	Phase 59 AWS Bedrock credential error	Failed to authenticate with AWS Bedrock when using {}. Run `{}` to refresh credentials.	使用 {} 时无法通过 AWS Bedrock 身份验证。运行 `{}` 以刷新凭据。	target-present		0	1	blocked-public-rc	medium	api-key-secret;dynamic-placeholder;environment-endpoint;error-state	GUI-SET-04;GUI-SET-05;GUI-WS-04	clean	clean	clean	clean	none	app/src/ai	ai-agent	87	43	0.49	2	clean	clean	public-rc
7652	53590		app/src/ai/blocklist/inline_action/aws_bedrock_credentials_error.rs	active	Phase 59 AWS Bedrock credential checkbox	Always run automatically	始终自动运行	target-present		0	1	blocked-public-rc	medium	api-key-secret;environment-endpoint;error-state	GUI-SET-04;GUI-SET-05;GUI-WS-04	clean	clean	clean	clean	none	app/src/ai	ai-agent	24	6	0.25	2	clean	clean	public-rc
7653	53597		app/src/ai/blocklist/inline_action/host_picker.rs	active	Phase 59 host picker option	Custom host…	自定义主机…	target-and-source-present		2	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	12	6	0.5	2	clean	clean	accepted
7654	53604		app/src/ai/blocklist/inline_action/host_picker.rs	active	Phase 59 host picker option	Default	默认	target-and-source-present		4	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	7	2	0.29	2	clean	clean	accepted
7655	53611		app/src/ai/blocklist/inline_action/host_picker.rs	active	Phase 59 reviewed preserve: host slug example	my-worker-host	my-worker-host	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	14	14	1.0	1	clean	clean	copy
7656	53618		app/src/ai/blocklist/inline_action/host_picker.rs	active	Phase 59 reviewed preserve: host picker display format	{slug}  ({badge})	{slug}  ({badge})	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	17	17	1.0	1	clean	clean	copy
7657	53625		app/src/ai/blocklist/inline_action/host_picker.rs	active	Phase 59 reviewed preserve: view type identifier	HostPicker	HostPicker	target-and-source-present		16	16	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	10	10	1.0	1	clean	clean	copy
7658	53632		app/src/ai/blocklist/telemetry_banner.rs	active	Phase 59 telemetry banner title	We've updated our telemetry policy.	我们已更新遥测政策。	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	35	10	0.29	2	clean	clean	accepted
7659	53639		app/src/ai/blocklist/telemetry_banner.rs	active	Phase 59 telemetry banner subtitle	Help improve Warp.	帮助改进 Warp。	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	18	10	0.56	2	clean	clean	accepted
7660	53646		app/src/ai/blocklist/telemetry_banner.rs	active	Phase 59 telemetry banner body	We may collect certain console interactions to improve Warp's AI capabilities. You can opt out any time.	我们可能会收集特定控制台交互，以改进 Warp 的 AI 能力。你可以随时选择退出。	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	104	42	0.4	2	clean	clean	accepted
7661	53653		app/src/ai/blocklist/telemetry_banner.rs	active	Phase 59 reviewed preserve: view type identifier	TelemetryBanner	TelemetryBanner	target-and-source-present		8	8	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	15	15	1.0	1	clean	clean	copy
7662	53660		app/src/ai/blocklist/telemetry_banner.rs	active	Phase 59 telemetry banner action	Learn more	了解更多	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	10	4	0.4	2	clean	clean	accepted
7663	53667		app/src/ai/blocklist/telemetry_banner.rs	active	Phase 59 telemetry banner action	Manage privacy settings	管理隐私设置	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	23	6	0.26	2	clean	clean	accepted
7664	53674		app/src/ai/blocklist/view_util.rs	active	Phase 59 AI block context menu	Attach as agent context	附加为 Agent 上下文	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	23	13	0.57	2	clean	clean	accepted
7665	53682		app/src/ai/blocklist/view_util.rs	active	Phase 59 AI block context menu	New Agent Pane	新建 Agent 面板	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	14	11	0.79	2	clean	clean	accepted
7666	53690		app/src/ai/blocklist/view_util.rs	active	Phase 59 AI block context menu	Follow up with existing conversation	在现有对话中跟进	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	36	8	0.22	2	clean	clean	accepted
7667	53697		app/src/ai/blocklist/view_util.rs	active	Phase 59 credit display	{whole} credit	{whole} 个点数	target-present		0	2	blocked-public-rc	medium	billing-quota;dynamic-placeholder	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none	app/src/ai	ai-agent	14	11	0.79	2	clean	clean	public-rc
7668	53704		app/src/ai/blocklist/view_util.rs	active	Phase 59 credit display	{whole} credits	{whole} 个点数	target-present		0	2	blocked-public-rc	medium	billing-quota;dynamic-placeholder	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none	app/src/ai	ai-agent	15	11	0.73	2	clean	clean	public-rc
7669	53711		app/src/ai/blocklist/view_util.rs	active	Phase 59 credit display	{credits:.1} credits	{credits:.1} 个点数	target-present		0	1	blocked-public-rc	medium	billing-quota;dynamic-placeholder	GUI-BILL-01;GUI-BILL-02	clean	clean	clean	clean	none	app/src/ai	ai-agent	20	16	0.8	2	clean	clean	public-rc
7670	53718		app/src/ai/harness_display.rs	active	Phase 59 reviewed preserve: harness display product name	Warp	Warp	target-and-source-present		13	13	simulated-accepted-with-note	medium			clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	4	4	1.0	1	clean	clean	copy
